tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt0116922,movie,Lost Highway,Lost Highway,0,1997.0,134.0,"Drama,Mystery,Thriller",7.6,170213,"['nm0000597', 'nm0000099', 'nm0000099', 'nm0741803', 'nm0258388']","Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",$15 million,$3.8 million,English,
tt0088323,movie,The NeverEnding Story,The Neverending Story,0,1984.0,102.0,"Adventure,Drama,Family",7.3,170208,"['nm0000441', 'nm0646768', 'nm0000660', 'nm0574468', 'nm0308110']",A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.,DM 60 million (~US$25–27 million),US$100 million,English  German,
tt1600196,movie,The Drop,The Drop,0,2014.0,106.0,"Crime,Drama,Mystery",7.0,169985,"['nm0362766', 'nm0636426', 'nm0001254', 'nm0774386', 'nm0651159']","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deeply into the neighborhood's past where friends, families, and foes all work together to make a living--no matter the c...",,,,
tt5140878,movie,Annabelle: Creation,Annabelle: Creation,0,2017.0,109.0,"Horror,Mystery,Thriller",6.5,169834,"['nm0001439', 'nm5343317', 'nm0001584', 'nm0339159', 'nm5157662']","Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, A...",$15 million,$306.5 million,English,United States
tt10698680,movie,K.G.F: Chapter 2,K.G.F: Chapter 2,0,2022.0,166.0,"Action,Crime,Drama",8.2,169479,"['nm5232139', 'nm0004569', 'nm0849199', 'nm8635807', 'nm5724719']","In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes, while the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",₹100 crore,₹ 1200–1250 crore,Kannada,India
tt5022702,movie,Hush,Hush,0,2016.0,82.0,"Horror,Thriller",6.6,169438,"['nm0302330', 'nm2318089', 'nm0873998', 'nm1418096', 'nm4738909']",A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,,,,
tt2554274,movie,Crimson Peak,Crimson Peak,0,2015.0,119.0,"Drama,Horror,Mystery",6.5,169436,"['nm1985859', 'nm1567113', 'nm1089991', 'nm0402271', 'nm0064769']",A new bride investigates ghostly visions at a remote gothic mansion that holds dark secrets.,$55 million,$74.7 million,English,
tt0122933,movie,Analyze This,Analyze This,0,1999.0,103.0,"Comedy,Crime",6.7,169350,"['nm0000134', 'nm0000345', 'nm0001435', 'nm0001590', 'nm0636946']",A comedy about a psychiatrist whose number-one patient is an insecure mob boss.,$30 million,$176.9 million,English,
tt7395114,movie,The Devil All the Time,The Devil All the Time,0,2020.0,138.0,"Crime,Drama,Thriller",7.1,169214,"['nm0803889', 'nm4043618', 'nm8928696', 'nm11709013', 'nm2247245']",Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,,,English,United States
tt7069210,movie,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,0,2021.0,112.0,"Horror,Mystery,Thriller",6.2,169188,"['nm0933940', 'nm0267812', 'nm4754741', 'nm7511512', 'nm6623135']","Arne Cheyenne Johnson stabs and murders his landlord, claiming to be under demonic possession while Ed and Lorraine Warren investigate the case and try to prove his innocence.",$39 million,$206.4 million,English,United States
tt0430105,movie,Four Brothers,Four Brothers,0,2005.0,109.0,"Action,Crime,Drama",6.8,169065,"['nm0000242', 'nm0879085', 'nm0071275', 'nm1330560', 'nm0005024']","When their adoptive mother is gunned down in a store robbery, four brothers decide to investigate the murder and find the killers themselves, but not all is what it seems.",$30 million,$92.5 million,English,United States[1]
tt0990407,movie,The Green Hornet,The Green Hornet,0,2011.0,119.0,"Action,Comedy,Crime",5.8,169052,"['nm0736622', 'nm0736622', 'nm1727100', 'nm0910607', 'nm0000139']","Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.",,,,
tt2692904,movie,Locke,Locke,0,2013.0,85.0,Drama,7.1,169041,"['nm0362766', 'nm1469236', 'nm2235721', 'nm0778831', 'nm0199842']","Ivan Locke, a dedicated family man and successful construction manager, receives a phone call that sets in motion a series of events that threaten his carefully cultivated existence.",$2 million,$5.2 million,English,
tt7959026,movie,The Mule,The Mule,0,2018.0,116.0,"Crime,Drama,Thriller",7.0,168672,"['nm0000142', 'nm0177896', 'nm0000401', 'nm8423767', 'nm1478076']",A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.,,,,
tt0276919,movie,Dogville,Dogville,0,2003.0,171.0,"Crime,Drama",8.0,168619,"['nm0000173', 'nm0079273', 'nm0000002', 'nm0027683', 'nm0000852']","A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",$10 million,$16.7 million,English,
tt1638002,movie,"Love, Rosie","Love, Rosie",0,2014.0,102.0,"Comedy,Romance",7.1,168520,"['nm2934314', 'nm3510471', 'nm0177396', 'nm1785575', 'nm4025229']","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for each other--or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",,$25.5 million,English,
tt0101507,movie,Boyz n the Hood,Boyz n the Hood,0,1991.0,112.0,"Crime,Drama",7.8,168503,"['nm0000421', 'nm0000401', 'nm0015677', 'nm0042998', 'nm0000291']","Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",$5.7–6.5 million,$57.5 million,English,United States
tt11389872,movie,Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes,0,2024.0,145.0,"Action,Adventure,Animation",6.8,168489,"['nm4977122', 'nm8463347', 'nm8463347', 'nm0243806', 'nm0534167']","Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",$120–160 million,$397.3 million,English,United States
tt1714206,movie,The Spectacular Now,The Spectacular Now,0,2013.0,95.0,"Drama,Romance",7.0,168432,"['nm1886602', 'nm0940362', 'nm0151419', 'nm0000492', 'nm0488953']","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",$2.5 million,$6.9 million,English,United States
tt7737786,movie,Greenland,Greenland,0,2020.0,119.0,"Action,Adventure,Thriller",6.4,168403,"['nm0124930', 'nm1072555', 'nm9819444', 'nm0001277', 'nm5381015']","To save his family from a catastrophic end of times, a man embarks on a risky quest to locate the last hope for salvation and witness the worst of mankind in the battle for survival.",$35 million,$52.3 million,English,United States
tt1611224,movie,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,0,2012.0,105.0,"Action,Fantasy,Horror",5.9,168283,"['nm0907548', 'nm0001722', 'nm1002641', 'nm1107001', 'nm0935541']","Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",$69–99.5 million,$116.4 million,English,United States
tt0120768,movie,The Negotiator,The Negotiator,0,1998.0,140.0,"Action,Crime,Drama",7.3,168229,"['nm0000168', 'nm0000228', 'nm0001556', 'nm0726492', 'nm0817983']",A police negotiator confronts a framed counterpart.,$43.5 million,$88 million,English,United States
tt0120102,movie,Seven Years in Tibet,Seven Years in Tibet,0,1997.0,136.0,"Adventure,Biography,Drama",7.1,167957,"['nm0000093', 'nm0000667', 'nm0000703', 'nm0538683', 'nm0219939']","Heinrich Harrer, an Austrian climber and Nazi supporter, breaks out of a British POW camp in India and treks to the holy city of Lhasa where he's employed as an instructor to the young 14th Dalai Lama and soon becomes his close co...",,,,
tt4566758,movie,Mulan,Mulan,0,2020.0,115.0,"Action,Adventure,Drama",5.8,167919,"['nm1703577', 'nm0947447', 'nm0000084', 'nm0001472', 'nm0001462']","To keep her ailing father from serving in the Imperial Army, a fearless young woman disguises herself as a man and battles northern invaders in China.",,,,
tt8847712,movie,The French Dispatch,"The French Dispatch of the Liberty, Kansas Evening Sun",0,2021.0,107.0,"Comedy,Drama,Romance",7.1,167744,"['nm0001125', 'nm0004778', 'nm0842770', 'nm2244205', 'nm0000531']","A collection of stories published in ""The French Dispatch Magazine"" comes to life in a fictional twentieth century French city.",$25 million,$46.3 million,"English
French[1][3]",United States[3]
tt1188729,movie,Pandorum,Pandorum,0,2009.0,108.0,"Action,Horror,Mystery",6.7,167718,"['nm0000598', 'nm0004936', 'nm1544217', 'nm1662644', 'nm1087183']","Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",$33 million,$20.6 million,English,
tt0307987,movie,Bad Santa,Bad Santa,0,2003.0,92.0,"Comedy,Crime,Drama",7.0,167666,"['nm0000671', 'nm0005170', 'nm0334179', 'nm0000615', 'nm0185272']",A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,$23 million,$76.5 million,English,United States
tt13345606,movie,Evil Dead Rise,Evil Dead Rise,0,2023.0,96.0,Horror,6.5,167570,"['nm5685676', 'nm11156289', 'nm8609147', 'nm4591498', 'nm8943455']","A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",$15–19 million,$147 million,English,
tt0112508,movie,Billy Madison,Billy Madison,0,1995.0,89.0,Comedy,6.4,167558,"['nm0001191', 'nm0569000', 'nm0933098', 'nm0925966', 'nm0609215']","In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.",$10 million,$26.4 million,English,United States
tt0805564,movie,Lars and the Real Girl,Lars and the Real Girl,0,2007.0,106.0,"Comedy,Drama,Romance",7.3,167526,"['nm0331516', 'nm0607865', 'nm0773973', 'nm0717395', 'nm0307726']",A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,$12.5 million,$11.3 million,English,United States[1]
tt1496025,movie,Underworld: Awakening,Underworld: Awakening,0,2012.0,88.0,"Action,Fantasy,Thriller",6.3,167441,"['nm0000295', 'nm1013003', 'nm2086223', 'nm0001653', 'nm3772243']","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",$70 million,$160.1 million,English,United States
tt1121931,movie,Crank: High Voltage,Crank: High Voltage,0,2009.0,96.0,"Action,Thriller",6.1,167212,"['nm0005458', 'nm0005442', 'nm0004286', 'nm0948267', 'nm0708293']",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker which requires regular jolts of electricity to keep working.,$13.5 million,$34.6 million,English,United States
tt0090728,movie,Big Trouble in Little China,Big Trouble in Little China,0,1986.0,99.0,"Action,Adventure,Comedy",7.2,167102,"['nm0000621', 'nm0000326', 'nm0241748', 'nm0393222', 'nm0939378']",A rough-and-tumble trucker and his sidekick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.,$19–25 million,$11.1 million,English,United States[1]
tt7160372,movie,The Zone of Interest,The Zone of Interest,0,2023.0,105.0,"Drama,History,War",7.3,166831,"['nm3041056', 'nm1197689', 'nm14477035', 'nm15343998', 'nm15213554']",The commandant of Auschwitz and his wife strive to build a dream life for their family in a house next to the camp.,,$52.8 million,"German
Polish
Yiddish",
tt0119738,movie,My Best Friend's Wedding,My Best Friend's Wedding,0,1997.0,105.0,"Comedy,Drama,Romance",6.4,166648,"['nm0000210', 'nm0000551', 'nm0000139', 'nm0000391', 'nm0097842']","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",$38 million,$299.3 million,English,United States
tt0043274,movie,Alice in Wonderland,Alice in Wonderland,0,1951.0,75.0,"Adventure,Animation,Comedy",7.3,166508,"['nm0064607', 'nm0943956', 'nm0370821', 'nm0001359', 'nm0173160']",Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,,,English,
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001.0,104.0,Comedy,6.8,166457,"['nm0582939', 'nm0003620', 'nm1036752', 'nm0808410', 'nm0139936']","The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",$22 million,$33.8 million,English,United States
tt0473705,movie,State of Play,State of Play,0,2009.0,127.0,"Crime,Drama,Mystery",7.1,166384,"['nm0000128', 'nm1046097', 'nm0000255', 'nm0000545', 'nm0000705']",An investigative journalist probes the murder of a Congressman's mistress.,$60 million,$88.8 million,English,
tt0079417,movie,Kramer vs. Kramer,Kramer vs. Kramer,0,1979.0,105.0,Drama,7.8,166293,"['nm0000163', 'nm0000658', 'nm0000737', 'nm0377888', 'nm0003318']","After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",$8 million,$173 million,English,United States
tt12844910,movie,Pathaan,Pathaan,0,2023.0,146.0,"Action,Adventure,Thriller",5.8,166161,"['nm0451321', 'nm2138653', 'nm1303433', 'nm0438092', 'nm0709359']","An Indian agent races against a doomsday clock as a ruthless mercenary, with a bitter vendetta, mounts an apocalyptic attack against the country.",₹250 crore,"est. ₹1,050.30 crore",Hindi[3],India
tt0100814,movie,Tremors,Tremors,0,1990.0,96.0,"Comedy,Horror",7.2,165911,"['nm0000102', 'nm0911542', 'nm0141617', 'nm0343447', 'nm0005207']",Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,,,,
